OBJECTID,name,description,pic_url,thumb_url,categoryID,artifactID,categoryName,lat,long,score,icon_color,Tab_Name
27,"Holder, roll film",CAST STEEL/ GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0055.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0055.001.aa.cs.thumb.png,29,51,Manufacturer,40.712783700000003,-74.005941300000003,76,R,The United States
28,Camera,CAST STEEL/ GLASS LENS ELEMENTS/ SYNTHETIC/ WOOD CASE FOR.2,http://source.techno-science.ca/artifacts-artefacts/images/1966.0056.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0056.001.aa.cs.thumb.png,30,53,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
29,"Holder, roll film",CAST STEEL/ GLASS LENS ELEMENTS/ SYNTHETIC/ WOOD CASE FOR .2,http://source.techno-science.ca/artifacts-artefacts/images/1966.0056.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0056.002.aa.cs.thumb.png,31,54,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
30,Camera,CAST STEEL BODY/ BRASS PARTS/ WOODEN FILM HOLDER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0057.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0057.001.aa.cs.thumb.png,32,55,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
31,Camera,CAST STEEL BODY & HOUSING/ SYNTHETIC DOME/ GLASS LENS ELEMENTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0058.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0058.001.aa.cs.thumb.png,33,56,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
32,"Cone, lens",CAST STEEL BODY & HOUSING/ SYNTHETIC DOME/ GLASS LENS ELEMENTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0058.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0058.002.aa.cs.thumb.png,34,57,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
33,Tripod,HARDWOOD LEGS/ METAL HEAD & FITTINGS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0061.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0061.001.aa.cs.thumb.png,40,63,Manufacturer,34.052234200000001,-118.243684900000010,76,R,The United States
34,Wagon undercarriage,WOOD/ METAL TIRES & PARTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0062.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0062.001.aa.cs.thumb.png,41,64,Manufacturer,43.139386700000003,-80.264425399999993,76,R,Canada
35,"Plate, equipment number",BRASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0065.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0065.001.aa.cs.thumb.png,42,71,Manufacturer,44.231171699999997,-76.485954399999997,76,R,Canada
36,"Plate, equipment number",BRASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0066.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0066.001.aa.cs.thumb.png,43,72,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
37,"Plate, equipment number",BRASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0067.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0067.001.aa.cs.thumb.png,44,73,Manufacturer,42.479501900000002,-79.333932399999995,76,R,The United States
38,Propeller,metal,http://source.techno-science.ca/artifacts-artefacts/images/1966.0070.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0070.001.aa.cs.thumb.png,46,76,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
39,Propeller,,http://source.techno-science.ca/artifacts-artefacts/images/1966.0072.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0072.001.aa.cs.thumb.png,47,78,Manufacturer,41.763421899999997,-72.612833899999998,76,R,The United States
40,Propeller,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0073.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0073.001.aa.cs.thumb.png,48,79,Manufacturer,51.516758000000003,-0.436786000000000,76,R,Europe
41,Propeller,WOOD/ FABRIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0074.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0074.001.aa.cs.thumb.png,49,80,Manufacturer,32.755488300000003,-97.330765799999995,76,R,The United States
42,Propeller,WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0078.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0078.001.aa.cs.thumb.png,50,84,Manufacturer,37.871592600000000,-122.272747000000000,76,R,The United States
43,Propeller,WOOD/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0079.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0079.001.aa.cs.thumb.png,51,85,Manufacturer,37.871592600000000,-122.272747000000000,76,R,The United States
44,Propeller,WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0083.001.aa.cons.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0083.001.aa.cons.thumb.png,52,88,Manufacturer,45.421529600000000,-75.697193099999993,76,R,Canada
45,Propeller,WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0084.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0084.001.aa.cs.thumb.png,53,89,Manufacturer,45.421529600000000,-75.697193099999993,76,R,Canada
46,"Engine, airplane",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0086.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0086.001.aa.cs.thumb.png,55,91,Manufacturer,42.331426999999998,-83.045753800000000,76,R,The United States
47,"Engine, airplane","STEEL, ALUMINUM, RUBBER",http://source.techno-science.ca/artifacts-artefacts/images/1966.0087.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0087.001.aa.cs.thumb.png,56,92,Manufacturer,43.234181300000003,-86.248392099999990,76,R,The United States
48,"Engine, airplane",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0088.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0088.001.aa.cs.thumb.png,57,93,Manufacturer,40.845655499999999,-74.087919499999998,76,R,The United States
49,"Engine, airplane",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0089.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0089.001.aa.cs.thumb.png,58,94,Manufacturer,41.184541499999987,-73.133165099999999,76,R,The United States
50,"Engine, airplane",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0090.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0090.001.aa.cs.thumb.png,59,95,Manufacturer,41.184541499999987,-73.133165099999999,76,R,The United States
51,"Engine, airplane",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0091.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0091.001.aa.cs.thumb.png,60,96,Manufacturer,41.763421899999997,-72.612833899999998,76,R,The United States
52,"Engine, airplane",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0092.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0092.001.aa.cs.thumb.png,61,97,Manufacturer,40.845655499999999,-74.087919499999998,76,R,The United States
53,"Helmet, flying",GABARDINE CLOTH/ FLEECE LINING/ LEATHER/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0094.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0094.001.aa.cs.thumb.png,62,100,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
54,"Helmet, flying",LEATHER HELMET & CHINSTRAP/ DOESKIN LINING/ RUBBER KAPOK-FILLED EARPHONE MOUNTINGS/ METAL SNAPS & BUCKLE,http://source.techno-science.ca/artifacts-artefacts/images/1966.0095.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0095.001.aa.cs.thumb.png,63,101,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
55,"Helmet, flying","LEATHER EXTERIOR/ CHAMOIS LINING/ METAL EARPHONE FIXTURE, SNAPS & BUCKLES",http://source.techno-science.ca/artifacts-artefacts/images/1966.0096.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0096.001.aa.cs.thumb.png,64,102,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
56,"Helmet, flying",LEATHER EXTERIOR/ FUR LINING/ RUBBER EARPHONE MOUNTINGS; CHAMOIS LINED/ METAL SNAPS & BUCKLE/ FABRIC TIES,http://source.techno-science.ca/artifacts-artefacts/images/1966.0098.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0098.001.aa.cs.thumb.png,65,104,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
57,"Helmet, flying",CANVAS MESH/ LEATHER/ RUBBER/ FELT/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0099.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0099.001.aa.cs.thumb.png,66,105,Manufacturer,49.899754100000003,-97.137493699999993,76,R,Canada
58,"Helmet, flying",CANVAS MESH/ LEATHER/ RUBBER/ FELT/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0100.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0100.001.aa.cs.thumb.png,67,106,Manufacturer,49.899754100000003,-97.137493699999993,76,R,Canada
59,"Goggles, flying",LEATHER FACEPIECE & STRAP/ PLASTIC LENSES/ METAL FRAME & FITTINGS/ COTTON (?) STRAP/ VELVET LINERS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0103.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0103.001.aa.cs.thumb.png,68,110,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
60,"Goggles, flying",FOAM RUBBER FACEPIECE/ PLASTIC LENSES/ ELASTIC STRAP/ TIN (?) FRAME/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0104.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0104.001.aa.cs.thumb.png,69,111,Manufacturer,51.165691000000002,10.451525999999999,52,R,Europe
61,"Coverall, flying",COTTON CORDUROY/ METAL SNAPS & ZIPPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0109.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0109.001.aa.cs.thumb.png,70,125,Manufacturer,45.421529600000000,-75.697193099999993,76,R,Canada
62,"Boot, flying",LEATHER/ SHEARLING LINING/ METAL BUCKLES ON SHAFT FRONT,http://source.techno-science.ca/artifacts-artefacts/images/1966.0112.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0112.001.aa.cs.thumb.png,71,129,Manufacturer,45.963589499999998,-66.643115100000003,76,R,Canada
63,"Gun, machine",HEAVY METAL FOR MAIN BODY OF THE GUN/ OAK WOOD HANDLES/ BRASS FOR FIRING MECHANISM,http://source.techno-science.ca/artifacts-artefacts/images/1966.0113.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0113.001.aa.cs.thumb.png,73,131,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
64,Rocket,ALL METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0114.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0114.001.aa.cs.thumb.png,74,133,Manufacturer,46.813878299999999,-71.207980899999995,76,R,Canada
65,Coat,"CANVAS WITH WOOL LINING/ RUBBERIZED TRIM/ CORDUROY COLLAR/ METAL CLASPS, SNAPS, EYELETS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0116.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0116.001.aa.cs.thumb.png,75,135,Manufacturer,40.536982899999998,-89.357591299999996,76,R,The United States
66,Coat,".CANVAS WITH WOOL LINING/ RUBBERIZED TRIM/ CORDUROY COLLAR/ METAL CLASPS, SNAPS, EYELETS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0116.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0116.002.aa.cs.thumb.png,76,136,Manufacturer,40.536982899999998,-89.357591299999996,76,R,The United States
67,"Liner, uniform coat",WOOL DETACHABLE LINING WITH METAL SNAPS & SYNTHETIC TRIM,http://source.techno-science.ca/artifacts-artefacts/images/1966.0116.003.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0116.003.aa.cs.thumb.png,77,137,Manufacturer,40.536982899999998,-89.357591299999996,76,R,The United States
68,Airplane model,"WOOD; FIBRE, SILK; SYNTHETIC, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1966.0118.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0118.001.aa.cs.thumb.png,78,139,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
69,Airplane model,WOOD; METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0119.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0119.001.aa.cs.thumb.png,79,140,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
70,Airplane model,WOOD/ METAL/ FABRIC/ PLASTIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0120.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0120.001.aa.cs.thumb.png,80,141,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
71,Wing section model,METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0121.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0121.001.aa.cs.thumb.png,81,142,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
72,Wing section model,WOOD; VENEER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0122.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0122.001.aa.cs.thumb.png,82,143,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
73,Wing structure model,"FIBRE COVER, METAL INTERIOR",http://source.techno-science.ca/artifacts-artefacts/images/1966.0123.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0123.001.aa.cs.thumb.png,83,144,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
74,Wing structure model,"METAL INSIDE STRUCTURE, APPEARS TO BE PLASTIC SHELL",http://source.techno-science.ca/artifacts-artefacts/images/1966.0124.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0124.001.aa.cs.thumb.png,84,145,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
75,Landing gear model,METAL; PLASTIC & RUBBER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0125.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0125.001.aa.cs.thumb.png,85,146,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
76,Landing gear model,,http://source.techno-science.ca/artifacts-artefacts/images/1966.0126.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0126.001.aa.cs.thumb.png,86,147,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
77,Landing gear model,,http://source.techno-science.ca/artifacts-artefacts/images/1966.0127.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0127.001.aa.cs.thumb.png,87,148,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
78,Landing gear model,,http://source.techno-science.ca/artifacts-artefacts/images/1966.0128.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0128.001.aa.cs.thumb.png,88,149,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
79,Landing gear model,"PLASTIC COVERING, METAL PTS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0129.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0129.001.aa.cs.thumb.png,89,150,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
80,Wing structure model,"FIBRE; SYNTHETIC, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1966.0131.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0131.001.aa.cs.thumb.png,90,152,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
81,Airplane model,"FIBRE; SYNTHETIC, PLASTIC",http://source.techno-science.ca/artifacts-artefacts/images/1966.0134.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0134.001.aa.cs.thumb.png,91,155,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
82,Earphone,FERROUS & NON-FERROUS METAL/ SYNTHETIC EAR CUSHION & HEADBAND COVERING/ WOVEN FABRIC CORD COVERING,http://source.techno-science.ca/artifacts-artefacts/images/1966.0142.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0142.001.aa.cs.thumb.png,92,159,Manufacturer,42.283078600000003,-87.953130299999998,76,R,The United States
83,"Ski, airplane","OAK, BRASS AND ALUMINUM",http://source.techno-science.ca/artifacts-artefacts/images/1966.0151.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0151.001.aa.cs.thumb.png,95,165,Manufacturer,50.097832099999998,-91.922038000000001,76,R,Canada
84,Decal,PAPER BACKING/ PLASTIC DECAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0153.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0153.001.aa.cs.thumb.png,96,167,Manufacturer,42.101483100000003,-72.589810999999997,76,R,The United States
85,Photograph,Metal buttons/celluloid? mounted paper photograph/woven fabric ribbon/cardboard box with fabric lining,http://source.techno-science.ca/artifacts-artefacts/images/1966.0156.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0156.001.aa.cs.thumb.png,97,170,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
86,"Tester, hardness",METAL/ WOOD PART,http://source.techno-science.ca/artifacts-artefacts/images/1966.0159.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0159.001.aa.cs.thumb.png,99,180,Manufacturer,40.712783700000003,-74.005941300000003,76,R,The United States
87,"Gauge, steam",BRASS CASING/ GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0160.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0160.001.aa.cs.thumb.png,100,181,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
88,"Gauge, steam",BRASS CASING/ GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0161.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0161.001.aa.cs.thumb.png,101,182,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
89,"Compass, bearing","METAL CASING, FACE AND PARTS/ GLASS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0163.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0163.001.aa.cs.thumb.png,102,185,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
90,Propeller,Manganese bronze,http://source.techno-science.ca/artifacts-artefacts/images/1966.0165.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0165.001.aa.cs.thumb.png,103,187,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
91,Bottle,Glass.,http://source.techno-science.ca/artifacts-artefacts/images/1966.0167.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0167.001.aa.cs.thumb.png,104,191,Manufacturer,49.899754100000003,-97.137493699999993,76,R,Canada
92,"Stoker model, automatic",STEEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0169.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0169.001.aa.cs.thumb.png,106,194,Manufacturer,40.395624699999999,-79.838659300000003,76,R,The United States
93,Valve gear model,WOOD BASE/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0170.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0170.001.aa.cs.thumb.png,107,195,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
94,Valve gear model,WOOD BASE/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0171.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0171.001.aa.cs.thumb.png,108,196,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
95,"Engine, diesel","METALS, INCLUDING STEEL, CHROME-NICKEL, ALUMINUM ALLOY & STAINLESS STEEL/ ENGINE MOUNTED ON A WOOD BASE",http://source.techno-science.ca/artifacts-artefacts/images/1966.0172.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0172.001.aa.cs.thumb.png,109,197,Manufacturer,55.864237000000003,-4.251806000000000,76,R,Europe
96,Winch,CAST IRON,http://source.techno-science.ca/artifacts-artefacts/images/1966.0173.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0173.001.aa.cs.thumb.png,110,198,Manufacturer,54.952680000000001,-1.603411000000000,76,R,Europe
97,Governor,METAL- SOME BRASS PARTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0174.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0174.001.aa.cs.thumb.png,111,199,Manufacturer,42.261206700000002,-71.463395599999998,76,R,The United States
98,"Splitter, leather",METAL WITH SYNTHETIC PARTS/ METAL TABLE WITH SYNTHETIC COVERED WOOD TOP/ MUSLIN CLOTH BAG,http://source.techno-science.ca/artifacts-artefacts/images/1966.0175.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0175.001.aa.cs.thumb.png,112,200,Manufacturer,51.924420099999999,4.477732500000000,76,R,Europe
99,"Engine, steam",ALL METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0178.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0178.001.aa.cs.thumb.png,113,203,Manufacturer,43.360053000000001,-80.306238999999991,76,R,Canada
100,"Engine, marine",METAL/ SYNTHETIC PARTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0179.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0179.001.aa.cs.thumb.png,114,207,Manufacturer,42.331426999999998,-83.045753800000000,76,R,The United States
101,Snowblower,METAL/ WOOD PARTS/ SYNTHETIC SEATS & PARTS/ RUBBER TIRES,http://source.techno-science.ca/artifacts-artefacts/images/1966.0180.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0180.001.aa.cs.thumb.png,115,208,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
102,"Engine, marine",METAL/ SYNTHETIC/ GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0181.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0181.001.aa.cs.thumb.png,116,209,Manufacturer,53.476381000000003,-2.174643000000000,76,R,Europe
103,Outboard motor,ALL METAL CONSTRUCTION/ FABRIC COVERED CORDS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0182.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0182.001.aa.cs.thumb.png,117,210,Manufacturer,44.977753000000000,-93.265010799999999,76,R,The United States
104,"Washer, wringer",,http://source.techno-science.ca/artifacts-artefacts/images/1966.0184.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0184.001.aa.cs.thumb.png,118,211,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
105,Outboard motor,"STEEL/ ALUMINUM (?)/ PLASTIC, RUBBER",http://source.techno-science.ca/artifacts-artefacts/images/1966.0185.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0185.001.aa.cs.thumb.png,120,213,Manufacturer,44.309058000000000,-78.319746999999992,76,R,Canada
106,Outboard motor,STEEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0186.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0186.001.aa.cs.thumb.png,121,214,Manufacturer,40.193376700000002,-85.386359900000002,76,R,The United States
107,Oiler,TIN (?),http://source.techno-science.ca/artifacts-artefacts/images/1966.0187.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0187.001.aa.cs.thumb.png,122,215,Manufacturer,43.250020800000009,-79.866091400000002,76,R,Canada
108,Thermobarograph,"METALS, INCLUDING BRASS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0188.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0188.001.aa.cs.thumb.png,123,216,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
109,Photograph,PAPER/ GLASS & WOOD FRAME,http://source.techno-science.ca/artifacts-artefacts/images/1966.0189.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0189.001.aa.cs.thumb.png,124,217,Manufacturer,44.500768699999988,-80.216904700000001,76,R,Canada
110,Vacuum tube,GLASS/ METAL/ BAKELITE/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0190.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0190.001.aa.cs.thumb.png,125,218,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
111,"Plaque, commemorative",LACQUERED BRASS MEDALLION/ MAHOGANY BASE/ FELT LINER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0191.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0191.001.aa.cs.thumb.png,126,219,Manufacturer,40.712783700000003,-74.005941300000003,76,R,The United States
112,Computer,METALS; RUBBER; PLASTICS; GLASS; FABRIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0193.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0193.001.aa.cs.thumb.png,127,220,Manufacturer,45.373248300000000,-75.892348999999996,76,R,Canada
113,Sextant,"ALUMINUM, BAKELITE, GLASS & RUBBER",http://source.techno-science.ca/artifacts-artefacts/images/1966.0196.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0196.001.aa.cs.thumb.png,128,226,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
114,"Disk, music box",METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.001.aa.cs.thumb.png,133,231,Manufacturer,51.165691000000002,10.451525999999999,52,R,Europe
115,"Disk, music box",METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.002.aa.cs.thumb.png,134,232,Manufacturer,51.165691000000002,10.451525999999999,52,R,Europe
116,"Disk, music box",METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.003.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.003.aa.cs.thumb.png,135,233,Manufacturer,51.165691000000002,10.451525999999999,52,R,Europe
117,"Disk, music box",METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.004.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.004.aa.cs.thumb.png,136,234,Manufacturer,51.165691000000002,10.451525999999999,52,R,Europe
